t,pe,ke,te,q1,q2
4.170000,-0.140122,0.140122,-0.000000,1.528440,-6.607146
4.180000,-0.173814,0.173814,-0.000000,1.508682,-6.613466
4.190000,-0.214459,0.214459,-0.000000,1.483991,-6.614793
4.200000,-0.261978,0.261978,-0.000000,1.454373,-6.611108
4.210000,-0.316245,0.316245,-0.000000,1.419839,-6.602395
4.220000,-0.377066,0.377066,-0.000000,1.380409,-6.588643
4.230000,-0.444160,0.444160,-0.000000,1.336112,-6.569854
4.240000,-0.517141,0.517141,-0.000000,1.286994,-6.546045
4.250000,-0.595491,0.595491,-0.000000,1.233115,-6.517255
4.260000,-0.678546,0.678546,-0.000000,1.174558,-6.483554
4.270000,-0.765472,0.765472,-0.000000,1.111429,-6.445050
4.280000,-0.855260,0.855260,-0.000000,1.043862,-6.401893
4.290000,-0.946715,0.946715,-0.000000,0.972024,-6.354285
4.300000,-1.038465,1.038465,-0.000000,0.896117,-6.302488
4.310000,-1.128976,1.128976,-0.000000,0.816379,-6.246826
4.320000,-1.216587,1.216587,-0.000000,0.733089,-6.187690
4.330000,-1.299551,1.299551,-0.000000,0.646565,-6.125538
4.340000,-1.376099,1.376099,-0.000000,0.557165,-6.060891
4.350000,-1.444506,1.444506,-0.000000,0.465283,-5.994331
4.360000,-1.503171,1.503171,-0.000000,0.371348,-5.926488
4.370000,-1.550694,1.550694,-0.000000,0.275816,-5.858028
4.380000,-1.585946,1.585946,-0.000000,0.179167,-5.789643
4.390000,-1.608131,1.608131,-0.000000,0.081896,-5.722026
4.400000,-1.616832,1.616832,-0.000000,-0.015494,-5.655867
4.410000,-1.612022,1.612022,-0.000000,-0.112499,-5.591826
4.420000,-1.594075,1.594075,-0.000000,-0.208620,-5.530529
4.430000,-1.563729,1.563729,-0.000000,-0.303372,-5.472552
4.440000,-1.522049,1.522049,-0.000000,-0.396290,-5.418414
4.450000,-1.470364,1.470364,-0.000000,-0.486931,-5.368573
4.460000,-1.410199,1.410199,-0.000000,-0.574880,-5.323421
4.470000,-1.343201,1.343201,-0.000000,-0.659752,-5.283289
4.480000,-1.271065,1.271065,-0.000000,-0.741198,-5.248445
4.490000,-1.195474,1.195474,-0.000000,-0.818901,-5.219099
4.500000,-1.118040,1.118040,-0.000000,-0.892579,-5.195408
4.510000,-1.040263,1.040263,-0.000000,-0.961985,-5.177483
4.520000,-0.963496,0.963496,-0.000000,-1.026906,-5.165394
4.530000,-0.888934,0.888934,-0.000000,-1.087158,-5.159176
4.540000,-0.817603,0.817603,-0.000000,-1.142590,-5.158836
4.550000,-0.750360,0.750360,-0.000000,-1.193076,-5.164358
4.560000,-0.687909,0.687909,-0.000000,-1.238514,-5.175711
4.570000,-0.630809,0.630809,-0.000000,-1.278826,-5.192851
4.580000,-0.579497,0.579497,-0.000000,-1.313951,-5.215726
4.590000,-0.534304,0.534304,-0.000000,-1.343846,-5.244284
4.600000,-0.495472,0.495472,-0.000000,-1.368482,-5.278470
4.610000,-0.463175,0.463175,-0.000000,-1.387841,-5.318233
4.620000,-0.437532,0.437532,-0.000000,-1.401915,-5.363528
4.630000,-0.418616,0.418616,-0.000000,-1.410707,-5.414313
4.640000,-0.406469,0.406469,-0.000000,-1.414224,-5.470556
4.650000,-0.401103,0.401103,-0.000000,-1.412483,-5.532226
4.660000,-0.402502,0.402502,-0.000000,-1.405505,-5.599300
4.670000,-0.410623,0.410623,-0.000000,-1.393322,-5.671751
4.680000,-0.425388,0.425388,-0.000000,-1.375971,-5.749550
4.690000,-0.446679,0.446679,-0.000000,-1.353501,-5.832660
4.700000,-0.474324,0.474324,-0.000000,-1.325972,-5.921023
4.710000,-0.508088,0.508088,-0.000000,-1.293460,-6.014558
4.720000,-0.547655,0.547655,-0.000000,-1.256059,-6.113152
4.730000,-0.592617,0.592617,-0.000000,-1.213884,-6.216647
4.740000,-0.642462,0.642462,-0.000000,-1.167071,-6.324834
4.750000,-0.696560,0.696560,-0.000000,-1.115786,-6.437449
4.760000,-0.754162,0.754162,-0.000000,-1.060217,-6.554168
4.770000,-0.814401,0.814401,-0.000000,-1.000580,-6.674607
4.780000,-0.876295,0.876295,-0.000000,-0.937113,-6.798327
4.790000,-0.938768,0.938768,-0.000000,-0.870076,-6.924845
4.800000,-1.000661,1.000661,-0.000000,-0.799741,-7.053645
4.810000,-1.060765,1.060765,-0.000000,-0.726392,-7.184192
4.820000,-1.117843,1.117843,-0.000000,-0.650320,-7.315946
4.830000,-1.170662,1.170662,-0.000000,-0.571819,-7.448380
4.840000,-1.218023,1.218023,-0.000000,-0.491183,-7.580987
4.850000,-1.258793,1.258793,-0.000000,-0.408712,-7.713295
4.860000,-1.291935,1.291935,-0.000000,-0.324704,-7.844866
4.870000,-1.316544,1.316544,-0.000000,-0.239470,-7.975305
4.880000,-1.331874,1.331874,-0.000000,-0.153327,-8.104260
4.890000,-1.337371,1.337371,-0.000000,-0.066604,-8.231418
4.900000,-1.332701,1.332701,-0.000000,0.020353,-8.356510
4.910000,-1.317771,1.317771,-0.000000,0.107187,-8.479300
4.920000,-1.292742,1.292742,-0.000000,0.193524,-8.599586
4.930000,-1.258031,1.258031,-0.000000,0.278984,-8.717196
4.940000,-1.214300,1.214300,-0.000000,0.363179,-8.831980
4.950000,-1.162435,1.162435,-0.000000,0.445724,-8.943811
4.960000,-1.103508,1.103508,-0.000000,0.526242,-9.052573
4.970000,-1.038732,1.038732,-0.000000,0.604368,-9.158164
4.980000,-0.969416,0.969416,-0.000000,0.679761,-9.260487
4.990000,-0.896909,0.896909,-0.000000,0.752106,-9.359451
5.000000,-0.822551,0.822551,-0.000000,0.821117,-9.454963
5.010000,-0.747636,0.747636,-0.000000,0.886539,-9.546932
5.020000,-0.673372,0.673372,-0.000000,0.948154,-9.635268
5.030000,-0.600860,0.600860,-0.000000,1.005773,-9.719877
5.040000,-0.531077,0.531077,-0.000000,1.059240,-9.800666
5.050000,-0.464870,0.464870,-0.000000,1.108425,-9.877544
5.060000,-0.402958,0.402958,-0.000000,1.153226,-9.950421
5.070000,-0.345938,0.345938,-0.000000,1.193561,-10.019210
5.080000,-0.294296,0.294296,-0.000000,1.229366,-10.083829
5.090000,-0.248417,0.248417,-0.000000,1.260594,-10.144202
5.100000,-0.208602,0.208602,-0.000000,1.287209,-10.200263
5.110000,-0.175079,0.175079,-0.000000,1.309186,-10.251950
5.120000,-0.148017,0.148017,-0.000000,1.326507,-10.299215
5.130000,-0.127537,0.127537,-0.000000,1.339160,-10.342018
5.140000,-0.113719,0.113719,-0.000000,1.347139,-10.380332
5.150000,-0.106610,0.106610,-0.000000,1.350442,-10.414141
5.160000,-0.106229,0.106229,-0.000000,1.349071,-10.443444
5.170000,-0.112568,0.112568,-0.000000,1.343029,-10.468252
5.180000,-0.125590,0.125590,-0.000000,1.332328,-10.488593
5.190000,-0.145229,0.145229,-0.000000,1.316979,-10.504510
5.200000,-0.171382,0.171382,-0.000000,1.297004,-10.516061
5.210000,-0.203902,0.203902,-0.000000,1.272426,-10.523323
5.220000,-0.242592,0.242592,-0.000000,1.243281,-10.526394
5.230000,-0.287188,0.287188,-0.000000,1.209610,-10.525386
5.240000,-0.337355,0.337355,-0.000000,1.171468,-10.520438
5.250000,-0.392668,0.392668,-0.000000,1.128924,-10.511705
5.260000,-0.452603,0.452603,-0.000000,1.082060,-10.499368
5.270000,-0.516530,0.516530,-0.000000,1.030976,-10.483628
5.280000,-0.583701,0.583701,-0.000000,0.975793,-10.464712
5.290000,-0.653251,0.653251,-0.000000,0.916655,-10.442866
5.300000,-0.724195,0.724195,-0.000000,0.853726,-10.418363
5.310000,-0.795443,0.795443,-0.000000,0.787199,-10.391493
5.320000,-0.865808,0.865808,-0.000000,0.717294,-10.362570
5.330000,-0.934038,0.934038,-0.000000,0.644257,-10.331924
5.340000,-0.998842,0.998842,-0.000000,0.568365,-10.299903
5.350000,-1.058931,1.058931,-0.000000,0.489921,-10.266869
5.360000,-1.113066,1.113066,-0.000000,0.409257,-10.233192
5.370000,-1.160099,1.160099,-0.000000,0.326729,-10.199252
5.380000,-1.199032,1.199032,-0.000000,0.242716,-10.165434
5.390000,-1.229055,1.229055,-0.000000,0.157616,-10.132123
5.400000,-1.249588,1.249588,-0.000000,0.071841,-10.099700
5.410000,-1.260310,1.260310,-0.000000,-0.014186,-10.068543
5.420000,-1.261180,1.261180,-0.000000,-0.100037,-10.039021
5.430000,-1.252431,1.252431,-0.000000,-0.185285,-10.011489
5.440000,-1.234569,1.234569,-0.000000,-0.269509,-9.986290
5.450000,-1.208340,1.208340,-0.000000,-0.352296,-9.963751
5.460000,-1.174697,1.174697,-0.000000,-0.433252,-9.944181
5.470000,-1.134755,1.134755,-0.000000,-0.511999,-9.927868
5.480000,-1.089745,1.089745,-0.000000,-0.588184,-9.915082
5.490000,-1.040960,1.040960,-0.000000,-0.661475,-9.906068
5.500000,-0.989709,0.989709,-0.000000,-0.731570,-9.901052
5.510000,-0.937277,0.937277,-0.000000,-0.798189,-9.900239
5.520000,-0.884885,0.884885,-0.000000,-0.861084,-9.903810
5.530000,-0.833667,0.833667,-0.000000,-0.920028,-9.911927
5.540000,-0.784647,0.784647,-0.000000,-0.974821,-9.924731
5.550000,-0.738732,0.738732,-0.000000,-1.025285,-9.942346
5.560000,-0.696704,0.696704,-0.000000,-1.071264,-9.964876
5.570000,-0.659225,0.659225,-0.000000,-1.112619,-9.992413
5.580000,-0.626842,0.626842,-0.000000,-1.149228,-10.025032
5.590000,-0.599996,0.599996,-0.000000,-1.180986,-10.062800
5.600000,-0.579034,0.579034,-0.000000,-1.207799,-10.105770
5.610000,-0.564223,0.564223,-0.000000,-1.229584,-10.153993
5.620000,-0.555758,0.555758,-0.000000,-1.246269,-10.207511
5.630000,-0.553773,0.553773,-0.000000,-1.257793,-10.266367
5.640000,-0.558350,0.558350,-0.000000,-1.264101,-10.330602
5.650000,-0.569526,0.569526,-0.000000,-1.265148,-10.400262
5.660000,-0.587292,0.587292,-0.000000,-1.260898,-10.475394
5.670000,-0.611595,0.611595,-0.000000,-1.251323,-10.556055
5.680000,-0.642332,0.642332,-0.000000,-1.236406,-10.642307
5.690000,-0.679345,0.679345,-0.000000,-1.216138,-10.734220
5.700000,-0.722407,0.722407,-0.000000,-1.190523,-10.831874
5.710000,-0.771209,0.771209,-0.000000,-1.159576,-10.935352
5.720000,-0.825347,0.825347,-0.000000,-1.123329,-11.044739
5.730000,-0.884296,0.884296,-0.000000,-1.081828,-11.160113
5.740000,-0.947399,0.947399,-0.000000,-1.035142,-11.281538
5.750000,-1.013839,1.013839,-0.000000,-0.983364,-11.409049
5.760000,-1.082631,1.082631,-0.000000,-0.926620,-11.542632
5.770000,-1.152608,1.152608,-0.000000,-0.865078,-11.682203
5.780000,-1.222420,1.222420,-0.000000,-0.798952,-11.827583
5.790000,-1.290556,1.290556,-0.000000,-0.728520,-11.978470
5.800000,-1.355376,1.355376,-0.000000,-0.654129,-12.134414
5.810000,-1.415173,1.415173,-0.000000,-0.576200,-12.294803
5.820000,-1.468256,1.468256,0.000000,-0.495228,-12.458860
5.830000,-1.513049,1.513049,0.000000,-0.411776,-12.625662
5.840000,-1.548197,1.548197,0.000000,-0.326453,-12.794178
5.850000,-1.572653,1.572653,0.000000,-0.239888,-12.963326
5.860000,-1.585739,1.585739,0.000000,-0.152709,-13.132037
5.870000,-1.587172,1.587172,0.000000,-0.065512,-13.299314
5.880000,-1.577049,1.577049,0.000000,0.021158,-13.464276
5.890000,-1.555808,1.555808,0.000000,0.106811,-13.626185
5.900000,-1.524165,1.524165,0.000000,0.191021,-13.784457
5.910000,-1.483057,1.483057,0.000000,0.273413,-13.938649
5.920000,-1.433580,1.433580,0.000000,0.353661,-14.088447
5.930000,-1.376933,1.376933,0.000000,0.431476,-14.233643
5.940000,-1.314378,1.314378,0.000000,0.506598,-14.374110
5.950000,-1.247200,1.247200,0.000000,0.578790,-14.509786
5.960000,-1.176676,1.176676,0.000000,0.647833,-14.640655
5.970000,-1.104049,1.104049,0.000000,0.713524,-14.766730
5.980000,-1.030508,1.030508,0.000000,0.775675,-14.888043
5.990000,-0.957165,0.957165,0.000000,0.834114,-15.004640
6.000000,-0.885047,0.885047,0.000000,0.888688,-15.116565
6.010000,-0.815080,0.815080,0.000000,0.939259,-15.223867
6.020000,-0.748088,0.748088,0.000000,0.985711,-15.326589
6.030000,-0.684789,0.684789,0.000000,1.027945,-15.424767
6.040000,-0.625795,0.625795,0.000000,1.065882,-15.518435
6.050000,-0.571623,0.571623,0.000000,1.099461,-15.607619
6.060000,-0.522695,0.522695,0.000000,1.128636,-15.692342
6.070000,-0.479354,0.479354,0.000000,1.153377,-15.772622
6.080000,-0.441868,0.441868,0.000000,1.173666,-15.848476
6.090000,-0.410442,0.410442,0.000000,1.189496,-15.919921
6.100000,-0.385224,0.385224,0.000000,1.200869,-15.986976
6.110000,-0.366315,0.366315,0.000000,1.207795,-16.049661
6.120000,-0.353773,0.353773,0.000000,1.210288,-16.108005
6.130000,-0.347615,0.347615,0.000000,1.208370,-16.162040
6.140000,-0.347821,0.347821,0.000000,1.202066,-16.211809
6.150000,-0.354333,0.354333,0.000000,1.191407,-16.257364
6.160000,-0.367053,0.367053,0.000000,1.176432,-16.298769
6.170000,-0.385839,0.385839,0.000000,1.157181,-16.336100
6.180000,-0.410499,0.410499,0.000000,1.133705,-16.369450
6.190000,-0.440789,0.440789,0.000000,1.106062,-16.398926
6.200000,-0.476399,0.476399,0.000000,1.074321,-16.424653
6.210000,-0.516956,0.516956,0.000000,1.038562,-16.446776
6.220000,-0.562009,0.562009,0.000000,0.998878,-16.465457
6.230000,-0.611028,0.611028,0.000000,0.955376,-16.480879
6.240000,-0.663404,0.663404,0.000000,0.908183,-16.493248
6.250000,-0.718440,0.718440,0.000000,0.857440,-16.502790
6.260000,-0.775364,0.775364,0.000000,0.803313,-16.509753
6.270000,-0.833331,0.833331,0.000000,0.745985,-16.514407
6.280000,-0.891435,0.891435,0.000000,0.685664,-16.517040
6.290000,-0.948728,0.948728,0.000000,0.622580,-16.517964
6.300000,-1.004244,1.004244,0.000000,0.556985,-16.517507
6.310000,-1.057020,1.057020,0.000000,0.489158,-16.516014
6.320000,-1.106133,1.106133,0.000000,0.419395,-16.513846
6.330000,-1.150723,1.150723,0.000000,0.348016,-16.511375
6.340000,-1.190034,1.190034,0.000000,0.275360,-16.508982
6.350000,-1.223440,1.223440,0.000000,0.201782,-16.507054
6.360000,-1.250469,1.250469,0.000000,0.127649,-16.505983
6.370000,-1.270829,1.270829,0.000000,0.053341,-16.506159
6.380000,-1.284416,1.284416,0.000000,-0.020757,-16.507970
6.390000,-1.291322,1.291322,0.000000,-0.094256,-16.511796
6.400000,-1.291826,1.291826,0.000000,-0.166768,-16.518006
6.410000,-1.286388,1.286388,0.000000,-0.237908,-16.526959
6.420000,-1.275619,1.275619,0.000000,-0.307300,-16.538996
6.430000,-1.260261,1.260261,0.000000,-0.374578,-16.554443
6.440000,-1.241154,1.241154,0.000000,-0.439389,-16.573604
6.450000,-1.219201,1.219201,0.000000,-0.501396,-16.596764
6.460000,-1.195337,1.195337,0.000000,-0.560280,-16.624185
6.470000,-1.170498,1.170498,0.000000,-0.615740,-16.656108
6.480000,-1.145591,1.145591,0.000000,-0.667494,-16.692752
6.490000,-1.121474,1.121474,0.000000,-0.715283,-16.734313
6.500000,-1.098936,1.098936,0.000000,-0.758866,-16.780967
6.510000,-1.078682,1.078682,0.000000,-0.798027,-16.832870
6.520000,-1.061327,1.061327,0.000000,-0.832567,-16.890159
6.530000,-1.047392,1.047392,0.000000,-0.862314,-16.952957
6.540000,-1.037298,1.037298,0.000000,-0.887113,-17.021369
6.550000,-1.031370,1.031370,0.000000,-0.906835,-17.095488
6.560000,-1.029840,1.029840,0.000000,-0.921373,-17.175397
6.570000,-1.032843,1.032843,0.000000,-0.930642,-17.261164
6.580000,-1.040426,1.040426,0.000000,-0.934584,-17.352850
6.590000,-1.052540,1.052540,0.000000,-0.933164,-17.450500
6.600000,-1.069045,1.069045,0.000000,-0.926376,-17.554145
6.610000,-1.089703,1.089703,0.000000,-0.914243,-17.663798
6.620000,-1.114177,1.114177,0.000000,-0.896823,-17.779438
6.630000,-1.142021,1.142021,0.000000,-0.874207,-17.901012
6.640000,-1.172682,1.172682,0.000000,-0.846532,-18.028411
6.650000,-1.205497,1.205497,0.000000,-0.813977,-18.161459
6.660000,-1.239698,1.239698,0.000000,-0.776779,-18.299897
6.670000,-1.274424,1.274424,0.000000,-0.735229,-18.443368
6.680000,-1.308747,1.308747,0.000000,-0.689679,-18.591403
6.690000,-1.341704,1.341704,0.000000,-0.640541,-18.743422
6.700000,-1.372339,1.372339,0.000000,-0.588278,-18.898740
6.710000,-1.399756,1.399756,0.000000,-0.533391,-19.056593
6.720000,-1.423166,1.423166,0.000000,-0.476405,-19.216164
6.730000,-1.441923,1.441923,0.000000,-0.417847,-19.376631
6.740000,-1.455557,1.455557,0.000000,-0.358225,-19.537201
6.750000,-1.463776,1.463776,0.000000,-0.298013,-19.697151
6.760000,-1.466464,1.466464,0.000000,-0.237637,-19.855851
6.770000,-1.463664,1.463664,0.000000,-0.177473,-20.012778
6.780000,-1.455549,1.455549,0.000000,-0.117846,-20.167517
6.790000,-1.442403,1.442403,0.000000,-0.059031,-20.319754
6.800000,-1.424589,1.424589,0.000000,-0.001266,-20.469269
6.810000,-1.402534,1.402534,0.000000,0.055245,-20.615913
6.820000,-1.376711,1.376711,0.000000,0.110326,-20.759603
6.830000,-1.347623,1.347623,0.000000,0.163816,-20.900299
6.840000,-1.315798,1.315798,0.000000,0.215573,-21.038000
6.850000,-1.281778,1.281778,0.000000,0.265465,-21.172730
6.860000,-1.246113,1.246113,0.000000,0.313371,-21.304530
6.870000,-1.209355,1.209355,0.000000,0.359179,-21.433453
6.880000,-1.172050,1.172050,0.000000,0.402786,-21.559559
6.890000,-1.134732,1.134732,0.000000,0.444102,-21.682911
6.900000,-1.097918,1.097918,0.000000,0.483046,-21.803576
6.910000,-1.062098,1.062098,0.000000,0.519551,-21.921619
6.920000,-1.027734,1.027734,0.000000,0.553564,-22.037103
6.930000,-0.995251,0.995251,0.000000,0.585042,-22.150091
6.940000,-0.965034,0.965034,0.000000,0.613958,-22.260646
6.950000,-0.937429,0.937429,0.000000,0.640296,-22.368829
6.960000,-0.912736,0.912736,0.000000,0.664050,-22.474700
6.970000,-0.891212,0.891212,0.000000,0.685226,-22.578320
6.980000,-0.873073,0.873073,0.000000,0.703836,-22.679748
6.990000,-0.858492,0.858492,0.000000,0.719903,-22.779049
7.000000,-0.847600,0.847600,0.000000,0.733451,-22.876284
7.010000,-0.840492,0.840492,0.000000,0.744513,-22.971519
7.020000,-0.837225,0.837225,0.000000,0.753123,-23.064820
7.030000,-0.837824,0.837824,0.000000,0.759322,-23.156258
7.040000,-0.842277,0.842277,0.000000,0.763148,-23.245903
7.050000,-0.850542,0.850542,0.000000,0.764646,-23.333827
7.060000,-0.862548,0.862548,0.000000,0.763860,-23.420107
7.070000,-0.878192,0.878192,0.000000,0.760837,-23.504818
7.080000,-0.897344,0.897344,0.000000,0.755624,-23.588038
7.090000,-0.919845,0.919845,0.000000,0.748270,-23.669844
7.100000,-0.945506,0.945506,0.000000,0.738824,-23.750312
7.110000,-0.974115,0.974115,0.000000,0.727336,-23.829519
7.120000,-1.005430,1.005430,0.000000,0.713858,-23.907538
7.130000,-1.039182,1.039182,0.000000,0.698440,-23.984440
7.140000,-1.075077,1.075077,0.000000,0.681135,-24.060290
7.150000,-1.112797,1.112797,0.000000,0.661993,-24.135150
7.160000,-1.151998,1.151998,0.000000,0.641066,-24.209074
7.170000,-1.192315,1.192315,0.000000,0.618404,-24.282110
7.180000,-1.233361,1.233361,0.000000,0.594058,-24.354296
7.190000,-1.274734,1.274734,0.000000,0.568077,-24.425664
7.200000,-1.316014,1.316014,0.000000,0.540509,-24.496235
7.210000,-1.356770,1.356770,0.000000,0.511404,-24.566019
7.220000,-1.396562,1.396562,0.000000,0.480809,-24.635021
7.230000,-1.434948,1.434948,0.000000,0.448771,-24.703233
7.240000,-1.471487,1.471487,0.000000,0.415341,-24.770641
7.250000,-1.505743,1.505743,0.000000,0.380566,-24.837224
7.260000,-1.537294,1.537294,0.000000,0.344500,-24.902954
7.270000,-1.565736,1.565736,0.000000,0.307199,-24.967800
7.280000,-1.590688,1.590688,0.000000,0.268720,-25.031730
7.290000,-1.611800,1.611800,0.000000,0.229130,-25.094711
7.300000,-1.628758,1.628758,0.000000,0.188499,-25.156714
7.310000,-1.641291,1.641291,0.000000,0.146905,-25.217714
7.320000,-1.649176,1.649176,0.000000,0.104435,-25.277694
7.330000,-1.652242,1.652242,0.000000,0.061184,-25.336645
7.340000,-1.650375,1.650375,0.000000,0.017256,-25.394571
7.350000,-1.643523,1.643523,0.000000,-0.027235,-25.451486
7.360000,-1.631697,1.631697,0.000000,-0.072166,-25.507420
7.370000,-1.614971,1.614971,0.000000,-0.117404,-25.562418
7.380000,-1.593485,1.593485,0.000000,-0.162809,-25.616539
7.390000,-1.567441,1.567441,0.000000,-0.208231,-25.669857
7.400000,-1.537105,1.537105,0.000000,-0.253516,-25.722461
7.410000,-1.502798,1.502798,0.000000,-0.298503,-25.774454
7.420000,-1.464892,1.464892,0.000000,-0.343027,-25.825954
7.430000,-1.423809,1.423809,0.000000,-0.386921,-25.877089
7.440000,-1.380005,1.380005,0.000000,-0.430016,-25.927997
7.450000,-1.333973,1.333973,0.000000,-0.472144,-25.978826
7.460000,-1.286225,1.286225,0.000000,-0.513139,-26.029732
7.470000,-1.237288,1.237288,0.000000,-0.552837,-26.080875
7.480000,-1.187698,1.187698,0.000000,-0.591080,-26.132419
7.490000,-1.137987,1.137987,0.000000,-0.627713,-26.184531
7.500000,-1.088681,1.088681,0.000000,-0.662591,-26.237377
7.510000,-1.040290,1.040290,0.000000,-0.695572,-26.291124
7.520000,-0.993300,0.993300,0.000000,-0.726524,-26.345933
7.530000,-0.948177,0.948177,0.000000,-0.755324,-26.401965
7.540000,-0.905351,0.905351,0.000000,-0.781855,-26.459373
7.550000,-0.865226,0.865226,0.000000,-0.806010,-26.518306
7.560000,-0.828165,0.828165,0.000000,-0.827690,-26.578905
7.570000,-0.794501,0.794501,0.000000,-0.846803,-26.641304
7.580000,-0.764527,0.764527,0.000000,-0.863267,-26.705629
7.590000,-0.738499,0.738499,0.000000,-0.877005,-26.771996
7.600000,-0.716639,0.716639,0.000000,-0.887949,-26.840515
7.610000,-0.699132,0.699132,0.000000,-0.896037,-26.911285
7.620000,-0.686124,0.686124,0.000000,-0.901213,-26.984397
7.630000,-0.677729,0.677729,0.000000,-0.903427,-27.059933
7.640000,-0.674024,0.674024,0.000000,-0.902633,-27.137966
7.650000,-0.675047,0.675047,0.000000,-0.898791,-27.218563
7.660000,-0.680804,0.680804,0.000000,-0.891866,-27.301780
7.670000,-0.691257,0.691257,0.000000,-0.881827,-27.387670
7.680000,-0.706330,0.706330,0.000000,-0.868650,-27.476276
7.690000,-0.725905,0.725905,0.000000,-0.852313,-27.567637
7.700000,-0.749815,0.749815,0.000000,-0.832804,-27.661790
7.710000,-0.777849,0.777849,0.000000,-0.810118,-27.758763
7.720000,-0.809740,0.809740,0.000000,-0.784257,-27.858585
7.730000,-0.845170,0.845170,0.000000,-0.755235,-27.961283
7.740000,-0.883764,0.883764,0.000000,-0.723078,-28.066882
7.750000,-0.925090,0.925090,0.000000,-0.687826,-28.175408
7.760000,-0.968660,0.968660,0.000000,-0.649532,-28.286889
7.770000,-1.013934,1.013934,0.000000,-0.608267,-28.401355
7.780000,-1.060321,1.060321,0.000000,-0.564119,-28.518837
7.790000,-1.107191,1.107191,0.000000,-0.517192,-28.639369
7.800000,-1.153878,1.153878,0.000000,-0.467604,-28.762990
7.810000,-1.199696,1.199696,0.000000,-0.415490,-28.889734
7.820000,-1.243946,1.243946,0.000000,-0.360997,-29.019639
7.830000,-1.285930,1.285930,0.000000,-0.304281,-29.152735
7.840000,-1.324963,1.324963,0.000000,-0.245510,-29.289045
7.850000,-1.360381,1.360381,0.000000,-0.184856,-29.428576
7.860000,-1.391556,1.391556,0.000000,-0.122503,-29.571314
7.870000,-1.417901,1.417901,0.000000,-0.058643,-29.717212
7.880000,-1.438887,1.438887,0.000000,0.006521,-29.866180
7.890000,-1.454052,1.454052,0.000000,0.072763,-30.018072
7.900000,-1.463015,1.463015,0.000000,0.139835,-30.172670
7.910000,-1.465502,1.465502,0.000000,0.207456,-30.329670
7.920000,-1.461361,1.461361,0.000000,0.275305,-30.488670
7.930000,-1.450591,1.450591,0.000000,0.343013,-30.649159
7.940000,-1.433365,1.433365,0.000000,0.410165,-30.810517
7.950000,-1.410046,1.410046,0.000000,0.476298,-30.972025
7.960000,-1.381196,1.381196,0.000000,0.540913,-31.132888
7.970000,-1.347561,1.347561,0.000000,0.603488,-31.292265
7.980000,-1.310052,1.310052,0.000000,0.663499,-31.449315
7.990000,-1.269697,1.269697,0.000000,0.720437,-31.603236
8.000000,-1.227586,1.227586,0.000000,0.773830,-31.753303
8.010000,-1.184824,1.184824,0.000000,0.823254,-31.898894
8.020000,-1.142474,1.142474,0.000000,0.868342,-32.039505
8.030000,-1.101522,1.101522,0.000000,0.908788,-32.174747
8.040000,-1.062851,1.062851,0.000000,0.944341,-32.304336
8.050000,-1.027226,1.027226,0.000000,0.974805,-32.428081
8.060000,-0.995291,0.995291,0.000000,1.000029,-32.545862
8.070000,-0.967572,0.967572,0.000000,1.019901,-32.657617
8.080000,-0.944485,0.944485,0.000000,1.034346,-32.763322
8.090000,-0.926342,0.926342,0.000000,1.043317,-32.862981
8.100000,-0.913363,0.913363,0.000000,1.046794,-32.956617
8.110000,-0.905678,0.905678,0.000000,1.044782,-33.044265
8.120000,-0.903336,0.903336,0.000000,1.037308,-33.125967
8.130000,-0.906304,0.906304,0.000000,1.024417,-33.201771
8.140000,-0.914468,0.914468,0.000000,1.006179,-33.271731
8.150000,-0.927627,0.927627,0.000000,0.982681,-33.335906
8.160000,-0.945492,0.945492,0.000000,0.954030,-33.394363
8.170000,-0.967677,0.967677,0.000000,0.920355,-33.447176
8.180000,-0.993697,0.993697,0.000000,0.881802,-33.494434
8.190000,-1.022963,1.022963,0.000000,0.838540,-33.536234
8.200000,-1.054776,1.054776,0.000000,0.790760,-33.572695
8.210000,-1.088336,1.088336,0.000000,0.738672,-33.603949
8.220000,-1.122746,1.122746,0.000000,0.682510,-33.630149
8.230000,-1.157023,1.157023,0.000000,0.622531,-33.651471
8.240000,-1.190120,1.190120,0.000000,0.559014,-33.668111
8.250000,-1.220950,1.220950,0.000000,0.492261,-33.680290
8.260000,-1.248418,1.248418,0.000000,0.422595,-33.688253
8.270000,-1.271457,1.271457,0.000000,0.350360,-33.692267
8.280000,-1.289070,1.289070,0.000000,0.275921,-33.692623
8.290000,-1.300364,1.300364,0.000000,0.199656,-33.689635
8.300000,-1.304596,1.304596,0.000000,0.121959,-33.683637
8.310000,-1.301201,1.301201,0.000000,0.043233,-33.674980
8.320000,-1.289822,1.289822,0.000000,-0.036111,-33.664035
8.330000,-1.270326,1.270326,0.000000,-0.115664,-33.651182
8.340000,-1.242810,1.242810,0.000000,-0.195014,-33.636815
8.350000,-1.207598,1.207598,0.000000,-0.273760,-33.621334
8.360000,-1.165226,1.165226,0.000000,-0.351510,-33.605141
8.370000,-1.116411,1.116411,0.000000,-0.427888,-33.588639
8.380000,-1.062028,1.062028,0.000000,-0.502534,-33.572228
8.390000,-1.003067,1.003067,0.000000,-0.575110,-33.556299
8.400000,-0.940594,0.940594,0.000000,-0.645302,-33.541233
8.410000,-0.875713,0.875713,0.000000,-0.712820,-33.527398
